Institutional_Owner,Shelfmark,Title,Publisher,Creator,Type_of_Content,Date_of_Map,Technique,Subject,Annotation,Rights,Language,Date_of_Publication,Distribution_Format,Geographic_Location,Scale_of_Map,Reference_System,Mapping_Methods,Map_Format,Source_Materials,Pagination,Annotation_Edition,Annotation_Library_Index,Other_Annotation,PPN,Region_Keyword,Additional_Signature,Item_URL,OCLC_number,Date_created,Date_modified,CONTENTdm_number,CONTENTdm_file_name,CONTENTdm_file_path
,Koker 004.05,Provinciekaarten van Nederland - [5]: Gelderland,'s-Gravenhage : Joh. Ykema,"Have, J.J.",,191X,,Stokkaart,"De kaart is in zeer slechte staat, inzien in overleg en onder begeleiding",,,,,74.20 geografie van Nederland,1:130.000,,,83 x 106 cm,Wandkaart,1 wandkaart,,,in kleur,357088026,Gelderland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2660,,2017-01-23,2017-01-23,2660,8262.jp2,/Kaarten/image/8262.jp2
,Koker 020.4,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 4. uu / oo,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2661,,2017-01-23,2017-01-23,2661,8368.jp2,/Kaarten/image/8368.jp2
,Koker 015,Philips' new wall map of East Africa,[London] : George Philip & son,"George Philip & son, London",,1952,,Stokkaart,restricted file,,,,,74.23 geografie van Afrika,Scale 1:1.900.000,,,"120x94 cm, stokbreedte 97 cm",Wandkaart,1 wandkaart,De kaart wordt middenonder voortgezet d.m.v. inzet linksonder,,"kleurendruk, geplakt op linnen, op stok",140702814,Oost-Afrika,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2662,,2017-01-23,2018-06-01,2662,8355.jp2,/Kaarten/image/8355.jp2
,Rol lang 016,Staatkundige schoolkaart van Europa /door G. Prop,Zutphen : Thieme,"Prop, G.",,192X,,Stokkaart,,,,,,74.19 geografie van Europa,1:3.000.000,,,"199 x 175 cm, stokbreedte 213 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",357576667,Europa,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2663,,2017-01-23,2017-01-23,2663,8305.jp2,/Kaarten/image/8305.jp2
,Koker 003.11,Het Koninkrijk der Nederlanden 1815-1839,'s-Gravenhage : Joh. Ykema,"Jongh, J.W.",,192X,,Stokkaart,,,,,,15.70 geschiedenis van Europa | 74.19 geografie van Europa,,,,81 x 106 cm,Wandkaart,1 wandkaart,,,in kleur,357076818,Verenigd Koninkrijk der,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2664,,2017-01-23,2017-01-23,2664,8238.jp2,/Kaarten/image/8238.jp2
,uklu rol 08,Mappa selenographica totam lunae hemisphaeram visibilem complectens,Berolini : apud Simon Schropp & soc.,"Beer, Guilelmus",,1843,,,"Aaneengeplakt op linnen, op stok",,,,,39.52 maan,,,,?cm,Wandkaart,1 kaart in 4 bladen,,,lithogr,162277075,,PM---- 'GA 1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2665,,2017-01-23,2017-01-23,2665,8333.jp2,/Kaarten/image/8333.jp2
,Rol middel 010,Europa im 10. Jahrhundert,Gotha : Haack,Haack,,195X,,,restricted file,,,,,15.70 geschiedenis van Europa | 74.19 geografie van Europa,1:3000.000,,,"157 x 198 cm, stokbreedte 204 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,330538152,Europa,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2666,,2017-01-23,2018-06-01,2666,8290.jp2,/Kaarten/image/8290.jp2
,Rol kort 026,Schoolkaart van Zuid-Holland,Zutphen : Thieme,"Prop, G.",,19XX,,Stokkaart,,,,,,74.20 geografie van Nederland,Zonder schaal,,,"117 x 96 cm, stokbreedte 121 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",356407632,Zuid-Holland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2667,,2017-01-23,2017-01-23,2667,8307.jp2,/Kaarten/image/8307.jp2
,Koker 020.5,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 5. ou / au,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2668,,2017-01-23,2017-01-23,2668,8317.jp2,/Kaarten/image/8317.jp2
,uklu 03-22-01-1,[Botanische und zoologische Wandtafeln],Darmstadt : Frommann & Morian,"Jung, Heinrich",,19XX,,Stokkaart,"Nr. 1 Felis domestica = Hauskatzett. - Koperen ringen in de hoeken; wandplaattitel, auteurs en uitgever op achterzijde geplakt; geen overkoepelende titel kunnen vinden | Zie www.collectiontrade.nl | Enkele platen hebben oud etiket, genummerd 118, 119 b,c,d",,,,,42.60 zoologie: algemeen | 42.40 botanie: algemeen,,,,"75 x 100 cm, op linnen geplakt",Wandkaart,wandplaat,,,in kleur,380504448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2669,,2017-01-23,2017-01-23,2669,8367.jp2,/Kaarten/image/8367.jp2
,Koker 010,Groningen,Zeist : Dijkstra,"Bakker, W.",,1948,,Stokkaart,,,,,,74.20 geografie van Nederland,,,,"106 x 84 cm, stokbreedte 89 cm",Wandkaart,1 wandplaat,,,in kleur,357317300,Groningen (provincie),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2670,,2017-01-23,2017-01-23,2670,8270.jp2,/Kaarten/image/8270.jp2
,Koker 022,Carta d'Italia alla scala di 1 a 1.000.000,Firenze : Istituto geografico militare,"Istituto geografico militare, Firenze",,1882,,,3 bl. aaneengeplakt op stok,,,,,74.19 geografie van Europa,Scala di 1:1.000.000,,,118x101 cm op blad 142 x 105 cm,Wandkaart,1 wandkaart,Boven de kaart: Istituto geografico militare (Ufficio Smercio),,kleurendr,138345007,Italie,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2671,,2017-01-23,2017-01-23,2671,8275.jp2,/Kaarten/image/8275.jp2
,Rol kort 053.2,Plant morphology,Milano : Vallardi,,,19XX,,Stokkaart,Flower (1-18),,,,,,,,,"97 x 66 cm, stokbreedte 100 cm",Wandkaart,4 wandplaten,,,in kleur,357318668,,SCHM Kc3.4 PLA | SCHM Kc3.4 PLA | SCHM Kc3.4 PLA | SCHM Kc3.4 PLA,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2672,,2017-01-23,2017-01-23,2672,8361.jp2,/Kaarten/image/8361.jp2
,Rol middel 031,Frankreich und die Beneluxstaaten,Gotha : VEB geographisch-kartographische Anstalt,"Haack, Hermann",,1954,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:750.000,,,"182x150 cm, stokbreedte",Wandkaart,1 wandkaart in 4 bladen,,Inzet rechtonder,"kleurendr. , aaneengeplakt op linnen, op stok",139494421,West-Europa,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2673,,2017-01-23,2018-06-01,2673,8302.jp2,/Kaarten/image/8302.jp2
,Rol lang 002,Osteuropa,Gotha : Justus Perthes,"Haack, Hermann",,1951,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:2.000.000,,,201 x 191 cm,Wandkaart,1 wandkaart in 6 bladen,,,"kleurendr. , aaneengeplakt op linnen, op stok",14061592X,Oost-Europa,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2674,,2017-01-23,2018-06-01,2674,8202.jp2,/Kaarten/image/8202.jp2
,Rol middel 014,Europa im 17. Jahrhundert,Gotha : Haack,"Haack, Hermann",,1961,,Stokkaart,restricted file,,,,,74.19 geografie van Europa | 15.70 geschiedenis van Europa,1:3.000.000,,,"155 x 190 cm, stokbreedte 205 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",196767784,,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2675,,2017-01-23,2018-06-01,2675,8295.jp2,/Kaarten/image/8295.jp2
,Rol kort 035,Hoe een wet tot stand komt,Tiel : D. Mijs,"Schmit, F.J.",,1935,,Stokkaart,,,,,,,,,,"54 x 74 cm, stokbreedte 58 cm",Wandkaart,1 wandkaart,,,in kleur,357149645,,SCHM Jb3.4 SCHMI,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2676,,2017-01-23,2017-01-23,2676,8240.jp2,/Kaarten/image/8240.jp2
,uklu 04-26,Het vrije stelonderwijs;  5: Te laat [som: 3+4=7].,Groningen : P. Noordhoff,"Schlette, F.G.",,1911,,,Zeer kwetsbaar en deels beschadigd; zie afbeeldingen op internet Verzameling in beeld,,,,,81.74 primair onderwijs,,,,70 x 94 cm,Wandkaart,Eerste serie (10 wandplaten),Lithografische kleurendruk. - Lithografie: J. Beerta te Groningen | Wandplaten behorende bij: Het vrije stelonderwijs / door J. Klootsema en A. Brands,,ill,380208199,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2677,,2017-01-23,2017-01-23,2677,8189.jp2,/Kaarten/image/8189.jp2
,Rol kort 020,Nederland : moderne aardrijkskunde,Arnhem : Ten Brink,"Bos, H.B.",,1933,,Stokkaart,,,,,,74.20 geografie van Nederland,Zonder schaal,,,"121 x 150 cm, stokbreedte 128 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,356358704,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2678,,2017-01-23,2017-01-23,2678,8205.jp2,/Kaarten/image/8205.jp2
,Koker 013.1,Zending-wereldkaart tot een overzigt van geheel het evangelische zendingsgebied,Utrecht : Kemink,"Grundemann, R.",,1867,,,"6 bl., samen op linnen geplakt | Noord- en Zuid-Amerika | 6 bl., samen op linnen geplakt | Europa, Azie, Afrika en Australie",,,,,11.50 kerk- en dogmengeschiedenis: algemeen,,,,"102x103 cm, stokbreedte 120 cm",Wandkaart,2 wandkaarten,,,in kleur,081563698,,K.B. K 1 @ i | K.B. K 1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2679,,2017-01-23,2017-01-23,2679,8251.jp2,/Kaarten/image/8251.jp2
,Rol middel 019,Schoolkaart van Nederland,Zwolle : Thieme,"Prop, G.",,196X,,,restricted file,,,,,74.20 geografie van Nederland,1:225.000,,,"150 x 134 cm, stokbreedte 139 cm",Wandkaart,1 wandkaart,Uitgave met grondsoorten,,"in kleur, op linnen",356267954,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2680,,2017-01-23,2018-06-01,2680,8369.jp2,/Kaarten/image/8369.jp2
,Rol lang 003,Hinterindien und Insulinde,Gotha : VEB Geographische-kartographische Anstalt,"Haack, Hermann",,1953,,Stokkaart,restricted file,,,,,74.21 geografie van Azie,1:3.000.000,,,202 x 187 cm,Wandkaart,1 wandkaart in 4 bladen,,,"kleurendr. , aaneengeplakt op linnen, op stok",140563911,Zuidoost-Azie,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2681,,2017-01-23,2018-06-01,2681,8366.jp2,/Kaarten/image/8366.jp2
,Rol kort 039.2,Letterkaart 1 R : (eerste leerjaar - 2e gedeelte),Groningen : J.B. Wolters,"Tazelaar, P.",,1963,,Stokkaart,restricted file,,,,,,,,,"64 x 82 cm, stokbreedte 71 cm",Wandkaart,1 wandkaart,"Hoort bij: Eerst duidelijk .... dan snel / door P. Tazelaar, S.J. Matthijsse en F. Evers",,in kleur,357151666,,SCHM Ca3.4 TAZ,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2682,,2017-01-23,2018-05-31,2682,8261.jp2,/Kaarten/image/8261.jp2
,Rol kort 033.57,Dybdahls zoologiske plancher; 1e afd.: De mensch (1 t/m 13) ; 2e afd.: Zoogdieren (14 t/m 30) ; 3e afd.: Vogels (31 t/m 40) ; 4e afd.: Reptilien en amphibien (41 t/m 46) ; 5e afd.: Visschen (47 t/m 51) ; 6e afd.: (52 t/m 64),[Oslo] : Aschehoug,"Dybdahl, P.",,1920,,Stokkaart,"Pl. 57: Insecten. d (75 x 58 cm, stokbreedte 82 cm)",,,,,42.60 zoologie: algemeen,,,,versch. formaten,Wandkaart,64 wandpl. (6 afd.),,,in kleur,356508765,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2683,,2017-01-23,2017-01-23,2683,8321.jp2,/Kaarten/image/8321.jp2
,Rol lang 004,Australien und Ozeanien,Gotha : Justus Perthes,"Haack, Hermann",,1955,,Stokkaart,restricted file,,,,,74.27 geografie van Australie en Oceanie,1:6.000.000,,,147 x 190 cm,Wandkaart,1 wandkaart in 4 bladen,,,"kleurendr. , aaneengeplakt op linnen, op stok",140518851,Oceanie | Australie,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2684,,2017-01-23,2018-06-01,2684,8197.jp2,/Kaarten/image/8197.jp2
,Rol kort 028,Suriname en de Ned. Antillen,s Gravenhage : G.B. van Goor Zonen's Uitgeversmaatschappij N.V.,Kloosterman,,1955,,Stokkaart,restricted file,,,,,74.26 geografie van Midden- en Zuid-Amerika,,,,"86 x 114 cm, stokbreedte 123 cm",Wandkaart,1 wandkaart,,Met wapen van Suriname in de linker bovenhoek,in kleur,322160782,Suriname (land) | Nederlandse Antillen,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2685,,2017-01-23,2018-06-01,2685,8221.jp2,/Kaarten/image/8221.jp2
,Rol kort 053.4,Plant morphology,Milano : Vallardi,,,19XX,,Stokkaart,Fruit (1-15),,,,,,,,,"97 x 66 cm, stokbreedte 100 cm",Wandkaart,4 wandplaten,,,in kleur,357318668,,SCHM Kc3.4 PLA | SCHM Kc3.4 PLA | SCHM Kc3.4 PLA | SCHM Kc3.4 PLA,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2686,,2017-01-23,2017-01-23,2686,8337.jp2,/Kaarten/image/8337.jp2
,Rol kort 041.1,"Brass : trumpet, trombone, French horn, tuba",[S.l. : s.n.],,,1947,,Stokkaart,,,,,,,,,,"72 x 94 cm, stokbreedte 82 cm",Wandkaart,1 wandkaart,,,in kleur,357152824,,SCHM Sa3.4 KOP,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2687,,2017-01-23,2017-01-23,2687,8372.jp2,/Kaarten/image/8372.jp2
,Koker 020.18,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 18 l / j,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2688,,2017-01-23,2017-01-23,2688,8303.jp2,/Kaarten/image/8303.jp2
,uklu 04-26,Het vrije stelonderwijs;  3: Jan en zijn bokje.,Groningen : P. Noordhoff,"Schlette, F.G.",,1911,,,Zeer kwetsbaar en deels beschadigd; zie afbeeldingen op internet Verzameling in beeld,,,,,81.74 primair onderwijs,,,,70 x 94 cm,Wandkaart,Eerste serie (10 wandplaten),Lithografische kleurendruk. - Lithografie: J. Beerta te Groningen | Wandplaten behorende bij: Het vrije stelonderwijs / door J. Klootsema en A. Brands,,ill,380208199,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2689,,2017-01-23,2017-01-23,2689,8278.jp2,/Kaarten/image/8278.jp2
,Rol kort 037.1,Letterkaart 1 LH : (eerste leerjaar - 1e gedeelte),[Groningen : Wolters],"Tazelaar, P.",,1963,,Stokkaart,restricted file,,,,,,,,,"64 x 83 cm, stokbreedte 71 cm",Wandkaart,1 wandkaart,"Hoort bij: Eerst duidelijk .... dan snel / door P. Tazelaar, S.J. Matthijsse en F. Evers",,in kleur,357318544,,SCHM Ca3.4 TAZ,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2690,,2017-01-23,2018-05-31,2690,8304.jp2,/Kaarten/image/8304.jp2
,Rol middel 007,Eerste schoolkaart van Nederlandsch-Indië,Groningen [etc.] : Wolters,"Eibergen, P.",,193X,,,,,,,,74.21 geografie van Azie,1:3.500.000,,,"110 x 163 cm, stokbreedte 119 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,33053453X,Indonesie,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2691,,2017-01-23,2017-01-23,2691,8288.jp2,/Kaarten/image/8288.jp2
,Koker 004.06,Provinciekaarten van Nederland - [6]: Utrecht,'s-Gravenhage : Joh. Ykema,"Have, J.J.",,191X,,Stokkaart,"De kaart is in zeer slechte staat, inzien in overleg en onder begeleiding",,,,,74.20 geografie van Nederland,1:75.000,,,83 x 106 cm,Wandkaart,1 wandkaart,,,in kleur,357088751,Utrecht (provincie),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2692,,2017-01-23,2017-01-23,2692,8347.jp2,/Kaarten/image/8347.jp2
,uklu rol 04 A,Hydrographische kaart der monden van de Eems,['s-Gravenhage] : Departement van Marine,"Blommendal, A.R.",,1859,,Backer port 01-11,Aaneengeplakt op linnen | Bibliotheek Backer,,,,,74.19 geografie van Europa,Schaal van 1:50.000,,,"Tezamen 88,5 x 99,5 cm",Wandkaart,1 kaart in 2 bladen,,,Lithografie,148617395,Eems,uklu BACKER PORT 01 NO11 @ i,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2693,,2017-01-23,2017-01-23,2693,8268.jp2,/Kaarten/image/8268.jp2
,Rol middel 018,Die Entwicklung de Vereinigten Staaten im 19. und 20 Jh.,Darmstadt : Perthes,"Hilgemann, Werner",,1968,,Stokkaart,restricted file,,,,,74.25 geografie van Noord-Amerika | 15.85 geschiedenis van Amerika,1:2.500.000,,,"132 x 194 cm, stokbreedte 210 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",331130149,,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2694,,2017-01-23,2018-06-01,2694,8252.jp2,/Kaarten/image/8252.jp2
,Koker 003.09,"Europa tijdens Lodewijk IV, 1648-1713",'s-Gravenhage : Joh. Ykema,"Jongh, J.W.",,192X,,Stokkaart,,,,,,15.70 geschiedenis van Europa | 74.19 geografie van Europa,,,,81 x 104 cm,Wandkaart,1 wandkaart,,,in kleur,357077792,Europa,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2695,,2017-01-23,2017-01-23,2695,8185.jp2,/Kaarten/image/8185.jp2
,uklu 03-22-01-15,[Botanische und zoologische Wandtafeln],Darmstadt : Frommann & Morian,"Jung, Heinrich",,19XX,,Stokkaart,"Nr. 15 Apis mellifica = Biene | Koperen ringen in de hoeken; wandplaattitel, auteurs en uitgever op achterzijde geplakt; geen overkoepelende titel kunnen vinden | Zie www.collectiontrade.nl | Enkele platen hebben oud etiket, genummerd 118, 119 b,c,d",,,,,42.60 zoologie: algemeen | 42.40 botanie: algemeen,,,,"75 x 100 cm, op linnen geplakt",Wandkaart,wandplaat,,,in kleur,380504448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2696,,2017-01-23,2017-01-23,2696,8206.jp2,/Kaarten/image/8206.jp2
,Koker 020.10,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 10 f / v,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2697,,2017-01-23,2017-01-23,2697,8193.jp2,/Kaarten/image/8193.jp2
,Rol middel 025,Tweede wandkaart van Nederland,[Groningen] : Wolters-Noordhoff,"Geografisch en cartografisch instituut Wolters-Noordhoff, Groningen",,1970,,Stokkaart,restricted file,,,,,74.20 geografie van Nederland,Schaal 1:200.000,,,166x133 cm,Wandkaart,1 wandkaart,,,"kleurendr., geplakt op linnen, op stok",17694334X,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2698,,2017-01-23,2018-06-01,2698,8213.jp2,/Kaarten/image/8213.jp2
,Koker 008,Wasserstrassennetz der Niederlande,[S.l. : s.n.],,,1961,,Stokkaart,,,,,,74.20 geografie van Nederland,,,,115 x 104 cm,Wandkaart,1 wandplaat,Gesigneerd R. Hohle (?) en ??? | Manuscriptkaart,,in kleur,357316886,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2699,,2017-01-23,2017-01-23,2699,8182.jp2,/Kaarten/image/8182.jp2
,uklu 03-22-01-3,[Botanische und zoologische Wandtafeln],Darmstadt : Frommann & Morian,"Jung, Heinrich",,19XX,,Stokkaart,"Nr. 3 Aesculus Hippocastanum = Rosskastanie | Koperen ringen in de hoeken; wandplaattitel, auteurs en uitgever op achterzijde geplakt; geen overkoepelende titel kunnen vinden | Zie www.collectiontrade.nl | Enkele platen hebben oud etiket, genummerd 118, 119 b,c,d",,,,,42.60 zoologie: algemeen | 42.40 botanie: algemeen,,,,"75 x 100 cm, op linnen geplakt",Wandkaart,wandplaat,,,in kleur,380504448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2700,,2017-01-23,2017-01-23,2700,8216.jp2,/Kaarten/image/8216.jp2
,Rol kort 018,Zeeland : moderne aardrijkskunde,Arnhem : Ten Brink,"Bos, H.B.",,1933,,Stokkaart,,,,,,74.20 geografie van Nederland,Zonder schaal,,,"98 x 75 cm, stokbreedte 105 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,356358445,Zeeland (provincie),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2701,,2017-01-23,2017-01-23,2701,8349.jp2,/Kaarten/image/8349.jp2
,Rol lang 018,Nieuwe wereldkaart,'s-Gravenhage : Ykema,"Have, J.J.",,192X,,Stokkaart,,,,,,74.13 geografie van de aarde,1:16.666.000,,,"252 x 130 cm, stokbreedte 266 cm",Wandkaart,1 wandkaart,"Twee halfronden (links Amerika, rechts de rest)",,in kleur,357577221,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2702,,2017-01-23,2017-01-23,2702,8190.jp2,/Kaarten/image/8190.jp2
,Rol middel 017,Welt : Bündnisse der Gegenwart und Weltkommunismus,Darmstadt : Perthes,"Hilgemann, Werner",,1970,,Stokkaart,restricted file,,,,,15.00 geschiedenis: algemeen,1:16.000.000,,,"126 x 198 cm, stokbreedte 210 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",32133521X,,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2703,,2017-01-23,2018-06-01,2703,8179.jp2,/Kaarten/image/8179.jp2
,Rol kort 030,Ned. Nieuw Guinea,Zeist : Dijkstra,"Bakker, W.",,195X,,Stokkaart,restricted file,,,,,74.21 geografie van Azie,1:1.550.000,,,"102 x 79 cm, stokbreedte 114 cm",Wandkaart,1 wandkaart,,,in kleur,356443663,Papua (Indonesie),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2704,,2017-01-23,2018-06-01,2704,8266.jp2,/Kaarten/image/8266.jp2
,Rol kort 048,Het metriek stelsel,Meppel : Huisman,"Floors, W.A.",,19XX,,Stokkaart,,,,,,,,,,"98 x 85 cm, stokbreedte 106 cm",Wandkaart,1 wandplaat,,,in kleur,357317769,,SCHM Da3.4 FLO,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2705,,2017-01-23,2017-01-23,2705,8325.jp2,/Kaarten/image/8325.jp2
,Rol lang 012,Wereld natuurkundig : zeestromen,Baarn : Luctor,,,1963,,Stokkaart,restricted file,,,,,74.13 geografie van de aarde,1:15.000.000,,,"250 x 145 cm, stokbreedte 260 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",357367022,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2706,,2017-01-23,2018-06-01,2706,8371.jp2,/Kaarten/image/8371.jp2
,Koker 020.16,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 16 p / b,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2707,,2017-01-23,2017-01-23,2707,8245.jp2,/Kaarten/image/8245.jp2
,Rol kort 002,Die Staaten Afrikas,Darmstadt : Justus Perthes,"Haack, Hermann",,197X,,Stokkaart,restricted file,,,,,74.23 geografie van Afrika,1:10.000.000,,,"120 x 97 cm, stokbreedte 107 cm",Wandkaart,1 wandkaart,"Titel op stok: Haack-Painke, Die Staaten Afrikas",,gedrukt in kleuren,321335848,Afrika,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2708,,2017-01-23,2018-06-01,2708,8342.jp2,/Kaarten/image/8342.jp2
,Rol middel 023,Eenvoudige wandkaart van Nederland,Groningen [etc.] : J.B. Wolters,"Eibergen, P.",,1955,,Stokkaart,restricted file,,,,,74.20 geografie van Nederland,Schaal 1:275.000,,,125 x 106 cm,Wandkaart,1 wandkaart,,,"Kleurendr., geplakt op linnen, op stok",176941215,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2709,,2017-01-23,2018-05-31,2709,8324.jp2,/Kaarten/image/8324.jp2
